Date and Time (UTC),Transmitter,Station Name,Lat_dd,Lon_dd
2018-08-14 04:16:00,A69-1602-9712,SB-10,33.48381667,-119.0228
2018-08-14 04:45:00,A69-1602-9712,SB-10,33.48381667,-119.0228
2018-08-14 06:00:00,A69-1602-9712,SB-10,33.48381667,-119.0228
2018-08-14 16:35:00,A69-1602-9716,SB-10,33.48381667,-119.0228
2018-08-14 16:39:00,A69-1602-9716,SB-10,33.48381667,-119.0228
2018-08-14 16:42:00,A69-1602-9716,SB-10,33.48381667,-119.0228
2018-08-14 16:43:00,A69-1602-9716,SB-10,33.48381667,-119.0228
2018-08-14 16:44:00,A69-1602-9716,SB-10,33.48381667,-119.0228
2018-08-14 16:45:00,A69-1602-9716,SB-10,33.48381667,-119.0228
2018-08-14 16:47:00,A69-1602-9716,SB-10,33.48381667,-119.0228
2018-08-14 16:48:00,A69-1602-9716,SB-10,33.48381667,-119.0228
2018-08-14 22:01:00,A69-1602-9716,SB-10,33.48381667,-119.0228
